モノ,単語,原形,品詞,依存関係,親
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,レシート,レシート,NOUN,obj,受け取る
クレジットカード,を,を,ADP,case,レシート
クレジットカード,受け取る,受け取る,VERB,ROOT,受け取る
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,返却
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,返却,返却,VERB,ROOT,返却
クレジットカード,する,する,AUX,aux,返却
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,戻す
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,財布,財布,NOUN,obl,戻す
クレジットカード,に,に,ADP,case,財布
クレジットカード,戻す,戻す,VERB,ROOT,戻す
クレジットカード,利用明細,利用明細,NOUN,obj,確認
クレジットカード,を,を,ADP,case,利用明細
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,支払い,支払い,NOUN,obj,確認
クレジットカード,を,を,ADP,case,支払い
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,登録
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,登録,登録,VERB,ROOT,登録
クレジットカード,する,する,AUX,aux,登録
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,使用
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,オンライン,オンライン,NOUN,obl,使用
クレジットカード,で,で,ADP,case,オンライン
クレジットカード,使用,使用,VERB,ROOT,使用
クレジットカード,する,する,AUX,aux,使用
クレジットカード,セキュリティ,セキュリティ,NOUN,compound,コード
クレジットカード,コード,コード,NOUN,obj,入力
クレジットカード,を,を,ADP,case,コード
クレジットカード,入力,入力,VERB,ROOT,入力
クレジットカード,する,する,AUX,aux,入力
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,有効期限
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,有効期限,有効期限,NOUN,obj,確認
クレジットカード,を,を,ADP,case,有効期限
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,利用限度額,利用限度額,NOUN,obj,確認
クレジットカード,を,を,ADP,case,利用限度額
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,ポイント,ポイント,NOUN,obj,確認
クレジットカード,を,を,ADP,case,ポイント
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,再発行
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,再発行,再発行,VERB,ROOT,再発行
クレジットカード,する,する,AUX,aux,再発行
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,する
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,無効,無効,NOUN,obl,する
クレジットカード,に,だ,AUX,aux,無効
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,停止
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,利用,利用,VERB,compound,停止
クレジットカード,停止,停止,VERB,ROOT,停止
クレジットカード,する,する,AUX,aux,停止
クレジットカード,財布,財布,NOUN,obj,使う
クレジットカード,を,を,ADP,case,財布
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,スマートフォン,スマートフォン,NOUN,obj,使う
クレジットカード,を,を,ADP,case,スマートフォン
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,タブレット,タブレット,NOUN,obj,使う
クレジットカード,を,を,ADP,case,タブレット
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,パソコン,パソコン,NOUN,obj,使う
クレジットカード,を,を,ADP,case,パソコン
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,端末,端末,NOUN,obj,使う
クレジットカード,を,を,ADP,case,端末
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,レシート,レシート,NOUN,obj,受け取る
クレジットカード,を,を,ADP,case,レシート
クレジットカード,受け取る,受け取る,VERB,ROOT,受け取る
クレジットカード,領収書,領収書,NOUN,obj,保存
クレジットカード,を,を,ADP,case,領収書
クレジットカード,保存,保存,VERB,ROOT,保存
クレジットカード,する,する,AUX,aux,保存
クレジットカード,レジ,レジ,NOUN,compound,袋
クレジットカード,袋,袋,NOUN,obj,使う
クレジットカード,を,を,ADP,case,袋
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,クレジットカード,クレジットカード,NOUN,compound,ケース
クレジットカード,ケース,ケース,NOUN,obj,使う
クレジットカード,を,を,ADP,case,ケース
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,ID,ID,NOUN,obj,確認
クレジットカード,を,を,ADP,case,ID
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,暗証番号,暗証番号,NOUN,obj,入力
クレジットカード,を,を,ADP,case,暗証番号
クレジットカード,入力,入力,VERB,ROOT,入力
クレジットカード,する,する,AUX,aux,入力
クレジットカード,署名,署名,NOUN,obj,する
クレジットカード,を,を,ADP,case,署名
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジット,クレジット,NOUN,compound,カードリーダー
クレジットカード,カードリーダー,カードリーダー,NOUN,obj,使う
クレジットカード,を,を,ADP,case,カードリーダー
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,ポイント,ポイント,NOUN,ROOT,ポイント
クレジットカード,カード,カード,NOUN,obj,使う
クレジットカード,を,を,ADP,case,カード
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,キャッシュレス,キャッシュレス,NOUN,compound,決済
クレジットカード,決済,決済,NOUN,obj,行う
クレジットカード,を,を,ADP,case,決済
クレジットカード,行う,行う,VERB,ROOT,行う
クレジットカード,電子マネー,電子マネー,PROPN,obj,使う
クレジットカード,を,を,ADP,case,電子マネー
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,デビット,デビット,VERB,acl,カード
クレジットカード,カード,カード,NOUN,obj,使う
クレジットカード,を,を,ADP,case,カード
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,電子署名,電子署名,NOUN,obj,使う
クレジットカード,を,を,ADP,case,電子署名
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,使う
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,電話,電話,NOUN,obl,使う
クレジットカード,で,で,ADP,case,電話
クレジットカード,使う,使う,VERB,ROOT,使う
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,郵送
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,郵送,郵送,VERB,ROOT,郵送
クレジットカード,する,する,AUX,aux,郵送
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,作る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,スタンプ,スタンプ,NOUN,obj,作る
クレジットカード,を,を,ADP,case,スタンプ
クレジットカード,作る,作る,VERB,ROOT,作る
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,描く
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,絵,絵,NOUN,obj,描く
クレジットカード,を,を,ADP,case,絵
クレジットカード,描く,描く,VERB,ROOT,描く
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,する
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,クラフト,クラフト,NOUN,obj,する
クレジットカード,を,を,ADP,case,クラフト
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,出す
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,音,音,NOUN,obj,出す
クレジットカード,を,を,ADP,case,音
クレジットカード,出す,出す,VERB,ROOT,出す
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,取る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,バランス,バランス,NOUN,obj,取る
クレジットカード,を,を,ADP,case,バランス
クレジットカード,取る,取る,VERB,ROOT,取る
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,する
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,カード,カード,NOUN,compound,ゲーム
クレジットカード,ゲーム,ゲーム,NOUN,obj,する
クレジットカード,を,を,ADP,case,ゲーム
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,作る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,模型,模型,NOUN,obj,作る
クレジットカード,を,を,ADP,case,模型
クレジットカード,作る,作る,VERB,ROOT,作る
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,作る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,ストーリー,ストーリー,NOUN,obj,作る
クレジットカード,を,を,ADP,case,ストーリー
クレジットカード,作る,作る,VERB,ROOT,作る
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,する
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,マジック,マジック,NOUN,obj,する
クレジットカード,を,を,ADP,case,マジック
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,する
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,パズル,パズル,NOUN,obj,する
クレジットカード,を,を,ADP,case,パズル
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,作る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,アート,アート,NOUN,obj,作る
クレジットカード,を,を,ADP,case,アート
クレジットカード,作る,作る,VERB,ROOT,作る
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,作る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,模様,模様,NOUN,obj,作る
クレジットカード,を,を,ADP,case,模様
クレジットカード,作る,作る,VERB,ROOT,作る
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,する
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,折り紙,折り紙,NOUN,obj,する
クレジットカード,を,を,ADP,case,折り紙
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,作る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,タワー,タワー,NOUN,obj,作る
クレジットカード,を,を,ADP,case,タワー
クレジットカード,作る,作る,VERB,ROOT,作る
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,作る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,おもちゃ,おもちゃ,NOUN,obj,作る
クレジットカード,を,を,ADP,case,おもちゃ
クレジットカード,作る,作る,VERB,ROOT,作る
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,する
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,影絵,影絵,NOUN,obj,する
クレジットカード,を,を,ADP,case,影絵
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,撮る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,写真,写真,NOUN,obj,撮る
クレジットカード,を,を,ADP,case,写真
クレジットカード,撮る,撮る,VERB,ROOT,撮る
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,作る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,紙芝居,紙芝居,NOUN,obj,作る
クレジットカード,を,を,ADP,case,紙芝居
クレジットカード,作る,作る,VERB,ROOT,作る
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,する
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,ドミノ,ドミノ,NOUN,obj,する
クレジットカード,を,を,ADP,case,ドミノ
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,obl,作る
クレジットカード,で,で,ADP,case,クレジットカード
クレジットカード,コースター,コースター,NOUN,obj,作る
クレジットカード,を,を,ADP,case,コースター
クレジットカード,作る,作る,VERB,ROOT,作る
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,取り出す
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,財布,財布,NOUN,obl,取り出す
クレジットカード,から,から,ADP,case,財布
クレジットカード,取り出す,取り出す,VERB,ROOT,取り出す
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,挿入
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,端末,端末,NOUN,obl,挿入
クレジットカード,に,に,ADP,case,端末
クレジットカード,挿入,挿入,VERB,ROOT,挿入
クレジットカード,する,する,AUX,aux,挿入
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,スワイプ
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,スワイプ,スワイプ,VERB,ROOT,スワイプ
クレジットカード,する,する,AUX,aux,スワイプ
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,タップ
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,タップ,タップ,VERB,ROOT,タップ
クレジットカード,する,する,AUX,aux,タップ
クレジットカード,暗証番号,暗証番号,NOUN,obj,入力
クレジットカード,を,を,ADP,case,暗証番号
クレジットカード,入力,入力,VERB,ROOT,入力
クレジットカード,する,する,AUX,aux,入力
クレジットカード,サイン,サイン,NOUN,obj,する
クレジットカード,を,を,ADP,case,サイン
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,レシート,レシート,NOUN,obj,受け取る
クレジットカード,を,を,ADP,case,レシート
クレジットカード,受け取る,受け取る,VERB,ROOT,受け取る
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,返却
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,返却,返却,VERB,ROOT,返却
クレジットカード,する,する,AUX,aux,返却
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,戻す
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,財布,財布,NOUN,obl,戻す
クレジットカード,に,に,ADP,case,財布
クレジットカード,戻す,戻す,VERB,ROOT,戻す
クレジットカード,利用明細,利用明細,NOUN,obj,確認
クレジットカード,を,を,ADP,case,利用明細
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,支払い,支払い,NOUN,obj,確認
クレジットカード,を,を,ADP,case,支払い
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,登録
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,登録,登録,VERB,ROOT,登録
クレジットカード,する,する,AUX,aux,登録
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,使用
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,オンライン,オンライン,NOUN,obl,使用
クレジットカード,で,で,ADP,case,オンライン
クレジットカード,使用,使用,VERB,ROOT,使用
クレジットカード,する,する,AUX,aux,使用
クレジットカード,セキュリティ,セキュリティ,NOUN,compound,コード
クレジットカード,コード,コード,NOUN,obj,入力
クレジットカード,を,を,ADP,case,コード
クレジットカード,入力,入力,VERB,ROOT,入力
クレジットカード,する,する,AUX,aux,入力
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,有効期限
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,有効期限,有効期限,NOUN,obj,確認
クレジットカード,を,を,ADP,case,有効期限
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,利用限度額,利用限度額,NOUN,obj,確認
クレジットカード,を,を,ADP,case,利用限度額
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,ポイント,ポイント,NOUN,obj,確認
クレジットカード,を,を,ADP,case,ポイント
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,再発行
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,再発行,再発行,VERB,ROOT,再発行
クレジットカード,する,する,AUX,aux,再発行
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,する
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,無効,無効,NOUN,obl,する
クレジットカード,に,だ,AUX,aux,無効
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,停止
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,利用,利用,VERB,compound,停止
クレジットカード,停止,停止,VERB,ROOT,停止
クレジットカード,する,する,AUX,aux,停止
クレジットカード,暗証番号,暗証番号,NOUN,obj,忘れる
クレジットカード,を,を,ADP,case,暗証番号
クレジットカード,忘れる,忘れる,VERB,ROOT,忘れる
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,紛失
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,紛失,紛失,VERB,ROOT,紛失
クレジットカード,する,する,AUX,aux,紛失
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,盗ま
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,盗ま,盗む,VERB,ROOT,盗ま
クレジットカード,れる,れる,AUX,aux,盗ま
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,破損
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,破損,破損,VERB,ROOT,破損
クレジットカード,する,する,AUX,aux,破損
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,取り違える
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,取り違える,取り違える,VERB,ROOT,取り違える
クレジットカード,クレジットカード,クレジットカード,NOUN,nsubj,使え
クレジットカード,が,が,ADP,case,クレジットカード
クレジットカード,使え,使える,VERB,ROOT,使え
クレジットカード,ない,ない,AUX,aux,使え
クレジットカード,クレジットカード,クレジットカード,NOUN,nsubj,読み取れ
クレジットカード,が,が,ADP,case,クレジットカード
クレジットカード,読み取れ,読み取れる,PROPN,dep,ない
クレジットカード,ない,ない,ADJ,ROOT,ない
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,有効期限
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,有効期限,有効期限,NOUN,nsubj,切れる
クレジットカード,が,が,ADP,case,有効期限
クレジットカード,切れる,切れる,VERB,ROOT,切れる
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,情報
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,情報,情報,NOUN,nsubj,漏洩
クレジットカード,が,が,ADP,case,情報
クレジットカード,漏洩,漏洩,VERB,ROOT,漏洩
クレジットカード,する,する,AUX,aux,漏洩
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,誤っ
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,誤っ,誤る,VERB,advcl,捨てる
クレジットカード,て,て,SCONJ,mark,誤っ
クレジットカード,捨てる,捨てる,VERB,ROOT,捨てる
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,利用限度額
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,利用限度額,利用限度額,NOUN,obj,超える
クレジットカード,を,を,ADP,case,利用限度額
クレジットカード,超える,超える,VERB,ROOT,超える
クレジットカード,クレジットカード,クレジットカード,NOUN,nsubj,利用
クレジットカード,が,が,ADP,case,クレジットカード
クレジットカード,不正,不正,VERB,compound,利用
クレジットカード,利用,利用,VERB,ROOT,利用
クレジットカード,さ,する,AUX,aux,利用
クレジットカード,れる,れる,AUX,aux,利用
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,間違え
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,間違え,間違える,VERB,advcl,返却
クレジットカード,て,て,SCONJ,mark,間違え
クレジットカード,返却,返却,VERB,ROOT,返却
クレジットカード,する,する,AUX,aux,返却
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,設定
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,自動引き落とし,自動引き落とし,NOUN,obl,設定
クレジットカード,に,に,ADP,case,自動引き落とし
クレジットカード,設定,設定,VERB,ROOT,設定
クレジットカード,する,する,AUX,aux,設定
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,持ち歩く
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,複数枚,複数枚,NOUN,compound,持ち歩く
クレジットカード,持ち歩く,持ち歩く,NOUN,ROOT,持ち歩く
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,飲み込ま
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,飲み込ま,飲み込む,VERB,ROOT,飲み込ま
クレジットカード,れる,れる,AUX,aux,飲み込ま
クレジットカード,クレジットカード,クレジットカード,NOUN,nsubj,摩耗
クレジットカード,が,が,ADP,case,クレジットカード
クレジットカード,摩耗,摩耗,VERB,ROOT,摩耗
クレジットカード,する,する,AUX,aux,摩耗
クレジットカード,クレジットカード,クレジットカード,NOUN,nsubj,変形
クレジットカード,が,が,ADP,case,クレジットカード
クレジットカード,変形,変形,VERB,ROOT,変形
クレジットカード,する,する,AUX,aux,変形
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,磁気
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,磁気,磁気,NOUN,nsubj,壊れる
クレジットカード,が,が,ADP,case,磁気
クレジットカード,壊れる,壊れる,VERB,ROOT,壊れる
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,落とす
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,落とす,落とす,VERB,ROOT,落とす
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,使い方
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,使い方,使い方,NOUN,obj,教える
クレジットカード,を,を,ADP,case,使い方
クレジットカード,教える,教える,VERB,ROOT,教える
クレジットカード,一緒,一緒,NOUN,obl,する
クレジットカード,に,に,ADP,case,一緒
クレジットカード,買い物,買い物,NOUN,obj,する
クレジットカード,を,を,ADP,case,買い物
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,貸す
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,貸す,貸す,VERB,ROOT,貸す
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,借りる
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,借りる,借りる,VERB,ROOT,借りる
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,利用明細
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,利用明細,利用明細,NOUN,obj,確認
クレジットカード,を,を,ADP,case,利用明細
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,ポイント
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,ポイント,ポイント,NOUN,obj,共有
クレジットカード,を,を,ADP,case,ポイント
クレジットカード,共有,共有,VERB,ROOT,共有
クレジットカード,する,する,AUX,aux,共有
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,プレゼント
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,プレゼント,プレゼント,VERB,ROOT,プレゼント
クレジットカード,する,する,AUX,aux,プレゼント
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,受け取る
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,受け取る,受け取る,VERB,ROOT,受け取る
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,渡す
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,渡す,渡す,VERB,ROOT,渡す
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,交換
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,交換,交換,VERB,ROOT,交換
クレジットカード,する,する,AUX,aux,交換
クレジットカード,クレジットカード,クレジットカード,NOUN,obj,整理
クレジットカード,を,を,ADP,case,クレジットカード
クレジットカード,整理,整理,VERB,ROOT,整理
クレジットカード,する,する,AUX,aux,整理
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,セキュリティ
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,セキュリティ,セキュリティ,NOUN,obj,確認
クレジットカード,を,を,ADP,case,セキュリティ
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,利用限度額
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,利用限度額,利用限度額,NOUN,obj,確認
クレジットカード,を,を,ADP,case,利用限度額
クレジットカード,確認,確認,VERB,ROOT,確認
クレジットカード,する,する,AUX,aux,確認
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,使い心地
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,使い心地,使い心地,NOUN,obj,話す
クレジットカード,を,を,ADP,case,使い心地
クレジットカード,話す,話す,VERB,ROOT,話す
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,効果
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,効果,効果,NOUN,obj,共有
クレジットカード,を,を,ADP,case,効果
クレジットカード,共有,共有,VERB,ROOT,共有
クレジットカード,する,する,AUX,aux,共有
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,方法
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,保存,保存,NOUN,compound,方法
クレジットカード,方法,方法,NOUN,obj,教える
クレジットカード,を,を,ADP,case,方法
クレジットカード,教える,教える,VERB,ROOT,教える
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,使い方
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,使い方,使い方,NOUN,obj,見せる
クレジットカード,を,を,ADP,case,使い方
クレジットカード,見せる,見せる,VERB,ROOT,見せる
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,手入れ
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,手入れ,手入れ,NOUN,obj,する
クレジットカード,を,を,ADP,case,手入れ
クレジットカード,する,する,VERB,ROOT,する
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,選び方
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,選び方,選び方,NOUN,obj,相談
クレジットカード,を,を,ADP,case,選び方
クレジットカード,相談,相談,VERB,ROOT,相談
クレジットカード,する,する,AUX,aux,相談
クレジットカード,クレジットカード,クレジットカード,NOUN,nmod,購入
クレジットカード,の,の,ADP,case,クレジットカード
クレジットカード,購入,購入,NOUN,obj,相談
クレジットカード,を,を,ADP,case,購入
クレジットカード,相談,相談,VERB,ROOT,相談
クレジットカード,する,する,AUX,aux,相談
メガネ,メガネ,メガネ,NOUN,obj,かける
メガネ,を,を,ADP,case,メガネ
メガネ,かける,かける,VERB,ROOT,かける
メガネ,メガネ,メガネ,NOUN,obj,外す
メガネ,を,を,ADP,case,メガネ
メガネ,外す,外す,VERB,ROOT,外す
メガネ,メガネ,メガネ,NOUN,obj,拭く
メガネ,を,を,ADP,case,メガネ
メガネ,拭く,拭く,VERB,ROOT,拭く
メガネ,メガネ,メガネ,NOUN,obj,かけ
メガネ,を,を,ADP,case,メガネ
メガネ,かけ,かける,VERB,ROOT,かけ
メガネ,直す,直す,VERB,advcl,かけ
メガネ,メガネ,メガネ,NOUN,obj,取り出す
メガネ,を,を,ADP,case,メガネ
メガネ,ケース,ケース,NOUN,obl,取り出す
メガネ,から,から,ADP,case,ケース
メガネ,取り出す,取り出す,VERB,ROOT,取り出す
メガネ,メガネ,メガネ,NOUN,obj,しまう
メガネ,を,を,ADP,case,メガネ
メガネ,ケース,ケース,NOUN,obl,しまう
メガネ,に,に,ADP,case,ケース
メガネ,しまう,しまう,VERB,ROOT,しまう
メガネ,メガネ,メガネ,NOUN,nmod,レンズ
メガネ,の,の,ADP,case,メガネ
メガネ,レンズ,レンズ,NOUN,obj,掃除
メガネ,を,を,ADP,case,レンズ
メガネ,掃除,掃除,VERB,ROOT,掃除
メガネ,する,する,AUX,aux,掃除
メガネ,メガネ,メガネ,NOUN,nmod,フレーム
メガネ,の,の,ADP,case,メガネ
